Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
326,3186598776,jlroebel,0,62.4,P Huascar Ynoa P Dylan Bundy OF Bryce Harper 2B Ozzie Albies 3B Austin Riley C J.T. Realmuto SS Dansby Swanson OF Adam Duvall OF Marcell Ozuna 1B Luke Voit,,,
328,3186899955,tigerachi,0,62.25,P Huascar Ynoa P Luis Patiño SS Wander Franco OF George Springer 2B Ozzie Albies 1B Ty France OF Marcell Ozuna OF Max Kepler C Francisco Mejía 3B Gio Urshela,,,
329,3186880921,nate-314,0,61.949997,P Luis Patiño P Nick Martinez 1B Shohei Ohtani OF Mike Trout 2B Ozzie Albies 3B Austin Riley C J.T. Realmuto OF Adam Duvall OF Marcell Ozuna SS Orlando Arcia,,,
330,3186502584,Mghtank,0,61.9,P Alex Wood P Huascar Ynoa OF Bryce Harper OF Byron Buxton OF Jorge Soler 1B Garrett Cooper 2B Luis Arraez 3B Gio Urshela C Gary Sánchez SS Thairo Estrada,,,
330,3186836910,UTHfan,0,61.9,P Alex Wood P Huascar Ynoa 1B Brandon Belt 2B Brandon Lowe OF Kyle Schwarber OF Mitch Haniger C Francisco Mejía SS Ha-Seong Kim 3B Chad Pinder OF Brett Phillips,,,
332,3186701720,k201986,0,61.85,P Alek Manoah P Huascar Ynoa 1B Matt Olson 2B Ozzie Albies 3B Austin Riley OF Adam Duvall OF Marcell Ozuna OF Lourdes Gurriel Jr. SS Thairo Estrada C Cal Raleigh,,,
333,3186293010,chicksdigthewongball,0,61.449997,P Ranger Suárez P Dylan Bundy 1B Shohei Ohtani OF Byron Buxton SS Jazz Chisholm Jr. OF Avisaíl García OF Nelson Cruz 2B Joey Wendle 3B Brian Anderson C Jacob Stallings,,,
334,3186833342,Whiterock,0,61.4,P Huascar Ynoa P Dylan Bundy SS Wander Franco OF Kyle Schwarber 1B Pete Alonso 2B Ozzie Albies 3B Austin Riley OF Adam Duvall OF Marcell Ozuna C Gary Sánchez,,,
334,3186872379,Royz17,0,61.4,P Huascar Ynoa P Nick Martinez OF Bryce Harper SS Wander Franco 2B Ozzie Albies 3B Austin Riley OF Adam Duvall 1B Ji-Man Choi OF Marcell Ozuna C Cal Raleigh,,,
336,3186454362,rynpak,0,60.949997,P Luis Patiño P Nick Martinez OF Byron Buxton 1B Matt Olson 2B Ozzie Albies 3B Austin Riley SS Dansby Swanson OF Marcell Ozuna OF Max Kepler C Gary Sánchez,,,
336,3186759317,ty317,0,60.949997,P Luis Patiño P Nick Martinez OF Shohei Ohtani 2B Ozzie Albies 3B Austin Riley 1B Jared Walsh SS Dansby Swanson OF Adam Duvall OF Marcell Ozuna C Max Stassi,,,
338,3186355207,NipsDragTheFloor,0,60.55,P Taijuan Walker P Dylan Bundy 1B Vladimir Guerrero Jr. OF Shohei Ohtani OF Kyle Schwarber OF Giancarlo Stanton 3B Anthony Rendon 2B Tony Kemp SS Ha-Seong Kim C Gary Sánchez,,,
339,3186594574,Raxson,0,60.45,P Alek Manoah P Chris Flexen OF Shohei Ohtani OF Mitch Haniger 2B Adam Frazier 3B Abraham Toro SS J.P. Crawford 1B Luke Voit C Manny Piña OF Julio Rodríguez,,,
340,3186897878,pio417,0,60.25,P Huascar Ynoa P Luis Patiño OF Byron Buxton 2B Brandon Lowe SS Wander Franco OF Adam Duvall 1B Ji-Man Choi 3B Gio Urshela C Gary Sánchez OF Josh Lowe,,,
341,3186328065,ber1124,0,60,P Chris Flexen P Dylan Bundy OF Bryce Harper 1B Vladimir Guerrero Jr. OF Shohei Ohtani OF Mark Canha SS Didi Gregorius 3B J.D. Davis C Gary Sánchez 2B Marwin Gonzalez,,,
342,3186680785,Deiner10,0,59.95,P Alex Wood P Ranger Suárez 1B Brandon Belt 2B Brandon Lowe SS Brandon Crawford OF Mike Yastrzemski OF Joc Pederson 3B Gio Urshela OF Josh Lowe C Joey Bart,,,
343,3186686818,JiggyJus,0,59.85,P Alek Manoah P Huascar Ynoa 2B Brandon Lowe OF Starling Marte 1B Pete Alonso SS Francisco Lindor OF Mark Canha 3B J.D. Davis C Cal Raleigh OF Julio Rodríguez,,,
344,3186665175,queenofhearts8,0,59.6,P Luis Patiño P Elieser Hernandez 1B Vladimir Guerrero Jr. SS Bo Bichette 2B Brandon Lowe OF George Springer OF Teoscar Hernández C Francisco Mejía 3B Taylor Walls OF Jurickson Profar,,,
345,3186440642,mt33428,0,59.4,P Huascar Ynoa P Dylan Bundy 2B Brandon Lowe SS Wander Franco OF Kyle Schwarber 1B Jared Walsh C J.T. Realmuto 3B Anthony Rendon OF Kevin Kiermaier OF Josh Lowe,,,
346,3186757833,zimballz,0,59.25,P Alex Wood P Elieser Hernandez 2B Brandon Lowe SS Jazz Chisholm Jr. 3B Austin Riley OF Jesús Sánchez OF Jorge Soler 1B Garrett Cooper C Francisco Mejía OF Josh Lowe,,,
347,3186792074,salvador_ledezma,0,59.199997,P Luis Patiño P Michael Lorenzen OF Bryce Harper 1B Shohei Ohtani 2B Ozzie Albies SS Dansby Swanson OF Adam Duvall 3B Abraham Toro OF Marcell Ozuna C Cal Raleigh,,,
348,3186502600,Jedi_Pred,0,58.949997,P Luis Patiño P Dylan Bundy 1B Matt Olson SS Wander Franco OF Kyle Schwarber 2B Ozzie Albies 3B Austin Riley OF Adam Duvall C Kyle Higashioka OF Aaron Hicks,,,
349,3186544912,Jrk410,0,58.8,P Alex Wood P Jameson Taillon 2B Brandon Lowe 3B Austin Riley SS Dansby Swanson OF Adam Duvall 1B Ji-Man Choi OF Marcell Ozuna C Francisco Mejía OF Josh Lowe,,,
350,3186738906,duckbutterbabineaux,0,58.25,P Huascar Ynoa P Luis Patiño 1B Matt Olson SS Wander Franco 3B Austin Riley 2B Jake Cronenworth OF Trent Grisham OF Marcell Ozuna C Austin Nola OF Josh Lowe,,,
351,3186421719,mrgoodseats,0,57.95,P Alex Wood P Ranger Suárez SS Jazz Chisholm Jr. 2B Ozzie Albies OF Jesús Sánchez OF Jorge Soler OF Marcell Ozuna 1B Garrett Cooper 3B Brian Anderson C Gary Sánchez,,,
352,3186566966,MidgetCoach,0,57.9,P Alex Wood P Huascar Ynoa SS Wander Franco 2B Ozzie Albies 3B Austin Riley OF Adam Duvall 1B Ji-Man Choi OF Marcell Ozuna OF Josh Lowe C Manny Piña,,,
352,3186627961,TANK1013,0,57.9,P Alex Wood P Huascar Ynoa SS Wander Franco 2B Ozzie Albies 3B Austin Riley OF Adam Duvall 1B Ji-Man Choi OF Marcell Ozuna OF Josh Lowe C Manny Piña,,,
352,3186861349,fantasyisreal23,0,57.9,P Alex Wood P Huascar Ynoa OF Shohei Ohtani 1B Jared Walsh OF Jesús Sánchez OF Jorge Soler 2B Joey Wendle 3B Brian Anderson SS David Fletcher C Jacob Stallings,,,
355,3186229306,ajmills100,0,57.4,P Huascar Ynoa P Nick Martinez OF Byron Buxton 1B Pete Alonso 2B Ozzie Albies 3B Austin Riley SS Dansby Swanson OF Marcell Ozuna C Travis d'Arnaud OF Alex Kirilloff,,,
355,3186473317,wubshackle,0,57.4,P Huascar Ynoa P Dylan Bundy OF Bryce Harper OF Nick Castellanos OF Kyle Schwarber SS Dansby Swanson 3B Eduardo Escobar 1B Miguel Sanó 2B Luis Arraez C Gary Sánchez,,,
355,3186750415,FantasyGainz,0,57.4,P Alek Manoah P Luis Patiño 1B Shohei Ohtani 2B Ozzie Albies 3B Anthony Rendon OF Adam Duvall OF Marcell Ozuna OF Jose Rojas C Manny Piña SS Orlando Arcia,,,
358,3186777506,whodatwedat21,0,57.3,P Ranger Suárez P Luis Patiño OF Bryce Harper 1B Brandon Belt OF Kyle Schwarber SS Brandon Crawford OF Mike Yastrzemski C Joey Bart 3B Taylor Walls 2B Santiago Espinal,,,
359,3186599446,faceit540,0,57.25,P Huascar Ynoa P Luis Patiño 1B Brandon Belt 2B Brandon Lowe SS Wander Franco OF Teoscar Hernández 3B Matt Chapman C Francisco Mejía OF Joc Pederson OF Julio Rodríguez,,,
359,3186797030,BoneHardGorilla,0,57.25,P Huascar Ynoa P Luis Patiño 1B Vladimir Guerrero Jr. 2B Brandon Lowe SS Wander Franco OF Kyle Schwarber C Francisco Mejía OF Brandon Marsh OF Josh Lowe 3B Taylor Walls,,,
361,3186706872,berzaj23,0,56.949997,P Luis Patiño P Dylan Bundy OF Shohei Ohtani OF Byron Buxton OF Aaron Judge 1B Jared Walsh 3B DJ LeMahieu SS Gleyber Torres 2B Marwin Gonzalez C Manny Piña,,,
361,3186881980,Bradydiggler,0,56.949997,P Luis Patiño P Dylan Bundy OF Bryce Harper OF Nick Castellanos OF Giancarlo Stanton 1B Anthony Rizzo 2B Jean Segura SS Didi Gregorius 3B Alec Bohm C Gary Sánchez,,,
363,3186590751,fscspirit13,0,56.9,P Alex Wood P Huascar Ynoa 2B Ozzie Albies 3B Austin Riley OF Teoscar Hernández OF Mitch Haniger 1B Ty France OF Lourdes Gurriel Jr. C Gary Sánchez SS Santiago Espinal,,,
364,3186263815,tonysays,0,56.65,P Huascar Ynoa P Michael Lorenzen OF Kyle Schwarber SS Carlos Correa OF Jesse Winker 2B Jorge Polanco OF Mitch Haniger 1B Miguel Sanó 3B Gio Urshela C Manny Piña,,,
365,3186639504,TRMP31,0,56.6,P Alex Wood P Dylan Bundy OF Bryce Harper 1B Matt Olson SS Carlos Correa 2B Ozzie Albies OF Garrett Cooper 3B Gio Urshela C Jacob Stallings OF Darin Ruf,,,
366,3186532307,jon70,0,56.4,P Huascar Ynoa P Dylan Bundy OF Bryce Harper OF Kyle Schwarber 1B Rhys Hoskins 2B Jean Segura OF Mike Yastrzemski SS Didi Gregorius C Francisco Mejía 3B Gio Urshela,,,
367,3186762864,cwilsn,0,55.65,P Ranger Suárez P Jameson Taillon 1B Matt Olson SS Wander Franco 2B Ozzie Albies 3B Austin Riley OF Marcell Ozuna OF Lourdes Gurriel Jr. OF Josh Lowe C Manny Piña,,,
368,3186469074,officialcraigy,0,55.45,P Alex Wood P Luis Patiño 2B Brandon Lowe SS Wander Franco 3B Yandy Díaz OF Adam Duvall 1B Ji-Man Choi OF Marcell Ozuna OF Josh Lowe C Manny Piña,,,
369,3186775564,E1OCHOA,0,54.9,P Alex Wood P Huascar Ynoa 2B Brandon Lowe SS Wander Franco OF Adam Duvall OF Max Kepler 3B Luis Arraez 1B Alex Kirilloff C Francisco Mejía OF Kevin Kiermaier,,,
370,3186415931,kmoff77,0,54.699997,P Ranger Suárez P Michael Lorenzen 1B Matt Olson OF Jesse Winker 2B Ozzie Albies SS Dansby Swanson OF Adam Duvall 3B Abraham Toro OF Marcell Ozuna C Cal Raleigh,,,
371,3186532574,Billydakid2013,0,54.45,P Alex Wood P Luis Patiño OF Kyle Schwarber 2B Ozzie Albies 3B Austin Riley OF Teoscar Hernández 1B Ji-Man Choi SS Didi Gregorius OF Josh Lowe C Manny Piña,,,
372,3186324111,Bigggmarkkk,0,54.4,P Alek Manoah P Luis Patiño 1B Vladimir Guerrero Jr. SS Bo Bichette 2B Brandon Lowe OF Teoscar Hernández OF Lourdes Gurriel Jr. 3B Taylor Walls C Zack Collins OF Julio Rodríguez,,,
373,3186686965,tdub17,0,54.25,P Huascar Ynoa P Luis Patiño SS Wander Franco 3B Manny Machado 2B Ozzie Albies OF Adam Duvall OF Mike Yastrzemski 1B Luke Voit C Francisco Mejía OF Joc Pederson,,,
374,3186718373,KINGSFAN67,0,54.199997,P Luis Patiño P Michael Lorenzen OF Shohei Ohtani 2B Ozzie Albies 3B Austin Riley 1B Jared Walsh OF Mitch Haniger SS Dansby Swanson OF Marcell Ozuna C Manny Piña,,,
375,3186558574,bman77,0,54,P Chris Flexen P Nick Martinez OF Juan Soto SS Bo Bichette 1B Anthony Rizzo OF Jesse Winker 2B Ozzie Albies C Keibert Ruiz OF Josh Lowe 3B Taylor Walls,,,
376,3186550491,Rizzo100,0,53.9,P Alex Wood P Huascar Ynoa 1B Matt Olson 2B Ozzie Albies 3B Austin Riley OF Adam Duvall OF Marcell Ozuna SS Didi Gregorius C Gary Sánchez OF Josh Lowe,,,
377,3186507888,ehafner,0,53.6,P Huascar Ynoa P Jameson Taillon 1B Matt Olson SS Wander Franco 2B Ozzie Albies 3B Austin Riley OF Adam Duvall C Francisco Mejía OF Josh Lowe OF Brett Phillips,,,
378,3186397512,hvachack96,0,53.45,P Alex Wood P Luis Patiño 1B Shohei Ohtani OF Nick Castellanos 2B Ozzie Albies 3B Austin Riley OF Marcell Ozuna OF Darin Ruf C Gary Sánchez SS Tyler Wade,,,
378,3186801505,bmosley21,0,53.45,P Alex Wood P Luis Patiño 1B Shohei Ohtani 2B Ozzie Albies 3B Austin Riley SS Dansby Swanson OF Adam Duvall OF Marcell Ozuna OF Josh Lowe C Joey Bart,,,
378,3186896199,justwinbaby21,0,53.449997,P Ranger Suárez P Dylan Bundy OF Bryce Harper OF Juan Soto 1B Matt Olson 2B Ozzie Albies 3B Anthony Rendon OF Marcell Ozuna C Manny Piña SS Thairo Estrada,,,
381,3186697182,Cullenrob09,0,53.199997,P Luis Patiño P Michael Lorenzen OF Bryce Harper OF Aaron Judge 1B Pete Alonso 2B Ozzie Albies SS Francisco Lindor 3B Gio Urshela OF Darin Ruf C Manny Piña,,,
382,3186558589,TheVault,0,52.949997,P Luis Patiño P Dylan Bundy OF Shohei Ohtani OF Juan Soto 2B Ozzie Albies 3B Austin Riley 1B Jared Walsh SS Dansby Swanson OF Marcell Ozuna C Manny Piña,,,
383,3186433873,kfalik,0,52.9,P Alex Wood P Huascar Ynoa 1B Brandon Belt 2B Brandon Lowe SS Brandon Crawford OF Mike Yastrzemski C Francisco Mejía OF Joc Pederson OF Josh Lowe 3B Taylor Walls,,,
383,3186492034,RoscoeJimmy55,0,52.9,P Alex Wood P Huascar Ynoa OF Kyle Schwarber OF Giancarlo Stanton 1B Eduardo Escobar SS J.P. Crawford 2B Luis Arraez OF Alex Kirilloff C Francisco Mejía 3B Gio Urshela,,,
385,3186388775,dannydonahue7777,0,52.45,P Alex Wood P Luis Patiño 1B Shohei Ohtani 2B Ozzie Albies 3B Austin Riley SS Dansby Swanson OF Adam Duvall OF Marcell Ozuna C Gary Sánchez OF Julio Rodríguez,,,
385,3186748130,Steiny99,0,52.449997,P Ranger Suárez P Dylan Bundy 1B Matt Olson SS Wander Franco OF Kyle Schwarber 3B Austin Riley 2B Jean Segura OF Adam Duvall C Francisco Mejía OF Kevin Kiermaier,,,
387,3186749489,clark40171,0,51.949997,P Luis Patiño P Nick Martinez OF Bryce Harper 1B Shohei Ohtani OF Juan Soto 2B Ozzie Albies 3B Eugenio Suárez OF Jorge Soler C Gary Sánchez SS Orlando Arcia,,,
388,3186689522,Green_Ranger_91,0,51.9,P Alex Wood P Huascar Ynoa OF Nick Castellanos 2B Ozzie Albies 3B Austin Riley SS Dansby Swanson OF Adam Duvall OF Joc Pederson C James McCann 1B Billy McKinney,,,
389,3186495736,briang1993,0,51.75,P Ranger Suárez P Huascar Ynoa OF Byron Buxton 2B Ozzie Albies 3B Austin Riley SS Dansby Swanson 1B Ji-Man Choi OF Marcell Ozuna C Gary Sánchez OF Julio Rodríguez,,,
390,3186881007,jmays1202,0,51.65,P Chris Flexen P Elieser Hernandez SS Brandon Crawford 2B Ozzie Albies 3B Austin Riley OF Adam Duvall 1B Ji-Man Choi OF Mike Yastrzemski OF Marcell Ozuna C Cal Raleigh,,,
391,3186854610,Tannuhr,0,51.4,P Taijuan Walker P Luis Patiño 1B Brandon Belt 2B Brandon Lowe SS Brandon Crawford 3B Yandy Díaz OF Mike Yastrzemski C Francisco Mejía OF Joc Pederson OF Darin Ruf,,,
392,3186686922,cubbies444916,0,51.25,P Huascar Ynoa P Luis Patiño SS Wander Franco OF Jesse Winker C J.T. Realmuto OF Mitch Haniger 1B Ty France 2B Abraham Toro 3B Luis Arraez OF Julio Rodríguez,,,
393,3186384186,Evorscan3,0,51.05,P Huascar Ynoa P Elieser Hernandez OF Bryce Harper OF Kyle Schwarber C J.T. Realmuto 2B Jean Segura 3B Anthony Rendon OF Marcell Ozuna SS Ha-Seong Kim 1B Billy McKinney,,,
393,3186500806,nckop9995,0,51.05,P Huascar Ynoa P Elieser Hernandez SS Wander Franco 1B Pete Alonso 2B Ozzie Albies 3B Austin Riley OF Adam Duvall OF Marcell Ozuna C Francisco Mejía OF Josh Lowe,,,
395,3186416806,jtcooky,0,50.9,P Alex Wood P Huascar Ynoa SS Bo Bichette OF George Springer OF Mitch Haniger 1B Ty France 3B Eugenio Suárez 2B Abraham Toro C Zack Collins OF Julio Rodríguez,,,
396,3186378589,nbalive99,0,50.45,P Alex Wood P Luis Patiño 1B Shohei Ohtani 2B Ozzie Albies 3B Austin Riley OF Adam Duvall OF Jorge Soler OF Marcell Ozuna C Gary Sánchez SS Thairo Estrada,,,
396,3186582623,raidersboy14,0,50.45,P Alex Wood P Luis Patiño 1B Shohei Ohtani 2B Ozzie Albies 3B Austin Riley OF Adam Duvall OF Jorge Soler OF Marcell Ozuna C Gary Sánchez SS Thairo Estrada,,,
396,3186800874,anthonyflorant,0,50.45,P Alex Wood P Luis Patiño 1B Shohei Ohtani 2B Ozzie Albies 3B Austin Riley OF Adam Duvall OF Jorge Soler OF Marcell Ozuna C Gary Sánchez SS Thairo Estrada,,,
396,3186802687,theycallmeverbz,0,50.45,P Alex Wood P Luis Patiño 1B Shohei Ohtani 2B Ozzie Albies 3B Austin Riley OF Adam Duvall OF Jorge Soler OF Marcell Ozuna C Gary Sánchez SS Thairo Estrada,,,
396,3186863875,bfoss04,0,50.45,P Alex Wood P Luis Patiño 1B Shohei Ohtani 2B Ozzie Albies 3B Austin Riley OF Adam Duvall OF Jorge Soler OF Marcell Ozuna C Gary Sánchez SS Thairo Estrada,,,
401,3186586955,Dotrat2,0,50.4,P Huascar Ynoa P Nick Martinez OF Shohei Ohtani SS Carlos Correa 2B Ozzie Albies 3B Austin Riley 1B Jared Walsh OF Adam Duvall OF Marcell Ozuna C Cal Raleigh,,,
402,3186794662,dlefchak,0,50.25,P Huascar Ynoa P Luis Patiño OF Byron Buxton SS Carlos Correa 2B Jorge Polanco 3B Yandy Díaz 1B Ji-Man Choi C Francisco Mejía OF Kevin Kiermaier OF Josh Lowe,,,
403,3186899291,a_drain11,0,49.95,P Alex Wood P Ranger Suárez OF Shohei Ohtani OF Kyle Schwarber 2B Ozzie Albies 1B Jared Walsh 3B Eugenio Suárez SS Tyler Wade C Cal Raleigh OF Julio Rodríguez,,,
403,3186578152,dtfbobsaget,0,49.949997,P Luis Patiño P Dylan Bundy OF Juan Soto 2B Jazz Chisholm Jr. OF Jesse Winker 3B Austin Riley SS Dansby Swanson 1B Eduardo Escobar OF Marcell Ozuna C Keibert Ruiz,,,
405,3186842766,paddyboy24,0,49.9,P Alex Wood P Huascar Ynoa OF Shohei Ohtani 2B Ozzie Albies 3B Austin Riley 1B Jared Walsh OF Marcell Ozuna C Alejandro Kirk SS Tyler Wade OF Julio Rodríguez,,,
406,3186391032,riddlememike,0,49.449997,P Ranger Suárez P Dylan Bundy OF Aaron Judge OF Giancarlo Stanton 1B Anthony Rizzo 3B Manny Machado 2B Ozzie Albies OF Joey Gallo C Gary Sánchez SS Orlando Arcia,,,
407,3186854298,draftamattixrex,0,49.3,P Chris Flexen P Huascar Ynoa OF Shohei Ohtani SS Carlos Correa 3B Yandy Díaz OF Marcell Ozuna OF Lourdes Gurriel Jr. 2B Luis Arraez C Gary Sánchez 1B Billy McKinney,,,
408,3186508643,nickvogel8,0,48.95,P Alex Wood P Ranger Suárez 1B Shohei Ohtani OF Jesse Winker 2B Ozzie Albies 3B Abraham Toro SS J.P. Crawford OF Marcell Ozuna C Cal Raleigh OF Julio Rodríguez,,,
409,3186352538,wealwaysready,0,48.9,P Alex Wood P Huascar Ynoa 2B Brandon Lowe SS Wander Franco OF Jorge Soler 1B Ji-Man Choi 3B Joey Wendle OF Garrett Cooper C Francisco Mejía OF Josh Lowe,,,
409,3186849063,Boxjump,0,48.9,P Alex Wood P Huascar Ynoa 1B Matt Olson OF Giancarlo Stanton 2B Ozzie Albies 3B Austin Riley OF Eddie Rosario OF Chad Pinder SS Orlando Arcia C Zack Collins,,,
411,3186727119,brendenullrich,0,48.3,P Ranger Suárez P Luis Patiño OF Shohei Ohtani SS Wander Franco OF Mitch Haniger 3B Anthony Rendon 1B Ji-Man Choi C Max Stassi OF Josh Lowe 2B Tyler Wade,,,
412,3186162354,Awesemo,0,48.15,P Jameson Taillon P Luis Patiño OF Bryce Harper 2B Brandon Lowe 3B Manny Machado OF Starling Marte 1B Ji-Man Choi C Francisco Mejía OF Kevin Kiermaier SS Taylor Walls,,,
412,3186899953,Grandtuga,0,48.15,P Jameson Taillon P Luis Patiño 1B Matt Olson OF Giancarlo Stanton OF Mitch Haniger SS Dansby Swanson 2B Gleyber Torres 3B Eduardo Escobar C Max Stassi OF Josh Lowe,,,
414,3186425079,jsizzle727,0,48.05,P Huascar Ynoa P Elieser Hernandez OF Starling Marte 2B Ozzie Albies 3B Austin Riley SS Francisco Lindor OF Adam Duvall 1B Eduardo Escobar OF Marcell Ozuna C Manny Piña,,,
415,3186705815,PtrZee,0,47.949997,P Luis Patiño P Nick Martinez OF Bryce Harper OF Kyle Schwarber 1B Pete Alonso SS Francisco Lindor OF Adam Duvall 3B Eduardo Escobar 2B Adam Frazier C Keibert Ruiz,,,
416,3186748052,thegoodsurgeon,0,47.75,P Ranger Suárez P Huascar Ynoa OF Kyle Schwarber OF Jesse Winker 1B Ty France 2B Jean Segura C Max Stassi SS Didi Gregorius 3B Alec Bohm OF Julio Rodríguez,,,
417,3186710060,reggiesmydog,0,47.4,P Huascar Ynoa P Nick Martinez SS Wander Franco 2B Jazz Chisholm Jr. OF Jesse Winker 3B Manny Machado 1B Jared Walsh OF Mitch Haniger C Francisco Mejía OF Jose Rojas,,,
418,3186820068,Bravesneverlose,0,47.1,P Ranger Suárez P Elieser Hernandez SS Bo Bichette OF Jesse Winker 2B Ozzie Albies 3B Austin Riley C J.T. Realmuto OF Marcell Ozuna OF Josh Lowe 1B Billy McKinney,,,
419,3186673188,mrclean913,0,46.65,P Chris Flexen P Elieser Hernandez 2B Brandon Lowe OF Starling Marte 1B Pete Alonso OF Adam Duvall OF Brandon Nimmo 3B Matt Chapman C James McCann SS Luis Guillorme,,,
420,3186853474,tfamularo,0,46.45,P Alex Wood P Luis Patiño OF Kyle Schwarber 2B DJ LeMahieu 3B Anthony Rendon OF Adam Duvall SS J.P. Crawford OF Marcell Ozuna 1B Alec Bohm C Gary Sánchez,,,
421,3186759151,RallyCap306,0,46.4,P Huascar Ynoa P Dylan Bundy 1B Vladimir Guerrero Jr. SS Bo Bichette 2B Ozzie Albies 3B Austin Riley OF Teoscar Hernández OF Marcell Ozuna OF Lourdes Gurriel Jr. C Manny Piña,,,
422,3186868441,NFLScoutTampa,0,45.949997,P Luis Patiño P Nick Martinez OF Aaron Judge OF Starling Marte 1B Pete Alonso SS Francisco Lindor OF Joey Gallo 3B Eugenio Suárez 2B Gleyber Torres C Kyle Higashioka,,,
423,3186301173,PresidentLeach,0,45.9,P Alex Wood P Huascar Ynoa 1B Matt Olson OF Jesse Winker 2B Ozzie Albies 3B Abraham Toro SS J.P. Crawford OF Marcell Ozuna C Cal Raleigh OF Julio Rodríguez,,,
424,3186269488,vegasgolffanatic,0,45.449997,P Ranger Suárez P Nick Martinez OF Byron Buxton SS Carlos Correa OF Jesse Winker OF Mitch Haniger 1B Ty France 2B Adam Frazier 3B Gio Urshela C Cal Raleigh,,,
425,3186194455,Hug_A_Tree,0,45.4,P Huascar Ynoa P Dylan Bundy 1B Vladimir Guerrero Jr. SS Bo Bichette 2B Ozzie Albies 3B Austin Riley OF Teoscar Hernández OF Lourdes Gurriel Jr. OF Joc Pederson C Alejandro Kirk,,,
426,3186899564,donkeynutz,0,45.199997,P Luis Patiño P Michael Lorenzen 1B Vladimir Guerrero Jr. SS Bo Bichette 2B Ozzie Albies 3B Austin Riley OF Marcell Ozuna OF Max Kepler OF Lourdes Gurriel Jr. C Alejandro Kirk,,,
427,3186643062,dkbhakta24,0,44.95,P Alex Wood P Ranger Suárez OF Shohei Ohtani OF Kyle Schwarber 2B Ozzie Albies 1B Jared Walsh 3B Anthony Rendon SS Taylor Walls C Cal Raleigh OF Julio Rodríguez,,,
427,3186866553,momentous10,0,44.949997,P Luis Patiño P Nick Martinez 1B Shohei Ohtani SS Carlos Correa 2B Ozzie Albies 3B Austin Riley OF Eddie Rosario OF Adam Duvall OF Jorge Soler C Gary Sánchez,,,
429,3186425816,csmasel,0,44.9,P Alex Wood P Huascar Ynoa 1B Brandon Belt 3B Austin Riley 2B Jean Segura OF Adam Duvall OF Mike Yastrzemski OF Marcell Ozuna C Jacob Stallings SS Orlando Arcia,,,
430,3186633295,Rjburba,0,44.45,P Alex Wood P Luis Patiño SS Carlos Correa 2B Ozzie Albies OF Adam Duvall 1B Miguel Sanó OF Marcell Ozuna OF Max Kepler 3B Gio Urshela C Gary Sánchez,,,
431,3186831069,alwayswin23,0,43.9,P Alex Wood P Huascar Ynoa 1B Matt Olson OF Jesse Winker OF Mitch Haniger OF Jorge Soler SS Didi Gregorius 2B Tony Kemp 3B Gio Urshela C Manny Piña,,,
432,3186725628,Kingderm123,0,43.45,P Alex Wood P Luis Patiño OF Shohei Ohtani 2B Ozzie Albies 3B Austin Riley SS Dansby Swanson OF Mike Yastrzemski OF Marcell Ozuna 1B Darin Ruf C Manny Piña,,,
433,3186320640,kid_jewish,0,43.4,P Huascar Ynoa P Nick Martinez OF Bryce Harper 1B Matt Olson SS Jazz Chisholm Jr. 2B Ozzie Albies 3B Austin Riley OF Adam Duvall C Gary Sánchez OF Billy McKinney,,,
434,3186541425,HughZuck,0,43.2,P Taijuan Walker P Elieser Hernandez OF Aaron Judge OF Giancarlo Stanton 2B Jazz Chisholm Jr. 1B Anthony Rizzo SS Gleyber Torres 3B Joey Wendle C Kyle Higashioka OF Julio Rodríguez,,,
435,3186631112,Hoonsclppp,0,42.9,P Alex Wood P Huascar Ynoa 1B Vladimir Guerrero Jr. 2B Ozzie Albies 3B Austin Riley OF Adam Duvall OF Marcell Ozuna C Gary Sánchez OF Josh Lowe SS Thairo Estrada,,,
435,3186779384,TxBronck8619,0,42.9,P Alex Wood P Huascar Ynoa 1B Vladimir Guerrero Jr. OF Kyle Schwarber 3B Austin Riley OF Joey Gallo SS Didi Gregorius C Alejandro Kirk OF Jurickson Profar 2B Tyler Wade,,,
437,3186820526,STIXWIZ,0,42.4,P Huascar Ynoa P Nick Martinez 1B Vladimir Guerrero Jr. OF Kyle Schwarber SS Jazz Chisholm Jr. 3B Austin Riley OF Teoscar Hernández OF Marcell Ozuna C Francisco Mejía 2B Orlando Arcia,,,
438,3186153327,mhony19,0,42.25,P Huascar Ynoa P Luis Patiño 2B Brandon Lowe SS Wander Franco 3B Austin Riley OF Adam Duvall 1B Ji-Man Choi OF Marcell Ozuna C Francisco Mejía OF Josh Lowe,,,
438,3186515327,apandroid,0,42.25,P Huascar Ynoa P Luis Patiño 1B Vladimir Guerrero Jr. 2B Brandon Lowe SS Wander Franco 3B Anthony Rendon OF Marcell Ozuna OF Joc Pederson OF Josh Lowe C Joey Bart,,,
440,3186469273,wioux,0,41.75,P Ranger Suárez P Huascar Ynoa 2B Brandon Lowe SS Wander Franco OF Adam Duvall 1B Ji-Man Choi 3B Matt Chapman OF Marcell Ozuna C Gary Sánchez OF Josh Lowe,,,
